objectid,filename_og,,,,,final file type,,format-CAT,format-almost,format,filename,title,creator,mine,depth,date,description,subject,location,latitude,longitude,source,format original,format_og,type,identifier,language,rights,rightsstatement
cb217,protect.png,protect,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/protect.png,Protect Working Families Button,Unknown,,,2013-12-23,Protect Working Families Button,Oral history; button; cpmr; guadiana archive; maria guadiana; protect working families,,,,Maria Guadiana,3376x3056,,Image,104MG_120713_009.tiff,,Unknown,
cb268,"Rally in Support of Anna Nieto Gomez in her 1976 Tenure Battle, Image II.png","Rally in Support of Anna Nieto Gomez in her 1976 Tenure Battle, Image II",png,,,png,,image/png,image/png,image/png,"https://cpmrark.reclaim.hosting/images/records/Rally in Support of Anna Nieto Gomez in her 1976 Tenure Battle, Image II.png","Rally in Support of Anna Nieto Gomez in her 1976 Tenure Battle, Image II",Unknown,unknown,,1976,"Rally in support of Anna Nieto Gomez in her 1976 tenure battle at California State-Northridge; two protesters carry signs which read: ""Fight SEXISM In Higher Education! Join RALLY to Support ANNA NIETO GOMEZ MON, May 17 - 10 A.M.-12 Noon""",Anna NietoGomez; Anna Nieto Gomez tenure battle; California State-Northridge; 1976; 1970s; 35 mm transparency,,,,Anna NietoGomez,"2""x2""",,35 mm transparency,006ANG_111214_025,,Unknown,
cb263,"Rally in Support of Anna Nieto Gomez in her 1976 Tenure Battle, Image VII.png","Rally in Support of Anna Nieto Gomez in her 1976 Tenure Battle, Image VII",png,,,jpg,,image/jpg,image/jpg,image/jpg,"https://cpmrark.reclaim.hosting/images/records/Rally in Support of Anna Nieto Gomez in her 1976 Tenure Battle, Image VII.png","Rally in Support of Anna Nieto Gomez in her 1976 Tenure Battle, Image VII",Unknown,unknown,,1976,"Rally in support of Anna Nieto Gomez in her 1976 tenure battle at California State-Northridge, black-and-white.",Anna Nieto Gomez; Anna Nieto Gomez tenure battle; California State-Northridge; 1976; 1970s; 35 mm transparency,,,,Anna NietoGomez,"2""x2""",,35 mm transparency,006ANG_111214_035,,Unknown,
cb191,Raza Unida Photo.png,Raza Unida Photo,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Raza Unida Photo.png,Raza Unida Photograph,Unknown,Unknown,,1972,Photograph of the Raza Unida Party on the cover of La Lomita in April 1972.,cpmr; Martha Cotera; Cotera Archive; Raza Unida Party; La Lomita; 1972; texas; Maria Zavala,,,,Martha Cotera Collection,2200X3400,,Photograph,Raza Unida Party.png,,Unknown,
cb325,Rita Sanchez 1976 Photo .png,Rita Sanchez 1976 Photo ,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Rita Sanchez 1976 Photo .png,Rita Sanchez 1976,Unknown,,,1976,A color photo of Rita Sanchez overlooking trees and homes.,cpmr; rita sanchez archive; rita sanchez; 1970s; 1976,,,,Rita Sanchez,"6"" x 4""",,Photograph,041RS080613-025.tif,,Unknown,
cb324,Rita Sanchez Family Photo .png,Rita Sanchez Family Photo ,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Rita Sanchez Family Photo .png,Rita Sanchez Family Photo,,,,unknown,Photograph of a young Rita Sanchez with two young children and two older family members.,rita sanchez,,,,Rita Sanchez,"4"" x 5""",,Photograph,041RS080613-129.tif,,,
cb323,Rita Sanchez Relatives Photo.png,Rita Sanchez Relatives Photo,png,,,PNG,,image/PNG,image/PNG,image/PNG,https://cpmrark.reclaim.hosting/images/records/Rita Sanchez Relatives Photo.png,Rita Sanchez Relatives Photo,Unknown,,,2000s,"A photo of five women, whose names, left to right, are Cecilia, Rita, Leota and Cecilia. They may be relatives. Photo taken at the San Bernadino Library.",cpmr; rita sanchez archive; rita sanchez; 2000s; 2005; photo; relatives; world war 2; Cecilia; San Bernadino Library,,,,Rita Sanchez,"6"" x 4""",,Photograph,041RS080613-020.tif,,Unknown,
cb331,ritasanchezgraduation.png,ritasanchezgraduation,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/ritasanchezgraduation.png,Rita Sanchez Graduation Photo,Unknown,Rita Sanchez,,May 1974,A black and white photo of Rita Sanchez at her graduation from Stanford University in 1974.,1970s; 1; 974; cpmr; graduation; rita sanchez; rita sanchez archive; stanford university,,,,Rita Sanchez,"6""x4""",,Photograph,041RS080613-022.tif,,Unknown,
cb216,rogerthegrape.png,rogerthegrape,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/rogerthegrape.png,Roger the Grape Button,Unknown,,,2013-12-23,Roger the Grape Button,Oral history; 1960s; 1970s; button; cpmr; guadiana archive; maria guadiana; roger the grape,,,,Maria Guadiana,1216x1264,,Image,104MG_120713_010.tiff,,Unknown,
cb212,Screen Shot 2015-11-02 at 6.07.03 PM.png,Screen Shot 2015-11-02 at 6,7,0.625,png,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 6.07.03 PM.png,Chicana Welfare Rights Group on TV 4 Photograph,Unknown,N/A,,1/1/1973,"A clipping from the East L.A. Tribune spotlighting an episode of KNBC's public affairs program, Impacto with Manuel Aragon, that features members of the Chicana Welfare Rights Organization, including Alicia Escalante.",1970s; 1973; Alicia Escalante; Anna Nieto Gomez; Chicana Welfare Rights Organization; cpmr; East L.A. Tribune; Jesse Corona; Manuel Aragon; Pat Estrada,,,,Alicia Escalante,Unknown,,Photograph,%22%22Chicana Welfare Rights Group on TV 4%22%22 Photograph.jpg,,Unknown,
cb211,Screen Shot 2015-11-02 at 6.23.35 PM.png,Screen Shot 2015-11-02 at 6,23,35 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 6.23.35 PM.png,Alicia Escalante Business Card,N/A,N/A,,N/A,"A business card for Alicia Escalante. Words under her name have been crossed off, but it provides an address and phone number. Next to her name is an illustration and the words La Causa De Los Pobres.",Alicia Escalante; Escalante archive; cpmr; 2000s; la causa de los pobres; Chicana Welfare Rights Organization; california,,,,Alicia Escalante,Unknown,,Business Card,024AE_093014_003.tif,,N/A,
cb210,Screen Shot 2015-11-02 at 6.29.16 PM.png,Screen Shot 2015-11-02 at 6,29,16 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 6.29.16 PM.png,"Denver Post ""Chicanos Plan National Drive""",Unknown,N/A,,1970,"An article from the Denver Post about the third National Chicano Conference, its goals, workshops, and notable persons in attendance including Rodolfo ""Corky"" Gonzales and Alicia Escalante.",1970; 1970s; Alicia Escalante; cpmr; National Chicano Conference; Denver Post; Denver; Chicana Welfare Rights Organization; Rodolfo Gonzales; La Raza Unida; chicano boricua studies; conference,,,,Alicia Escalante,Unknown,,Article,Denver Post %22%22Chicanos Plan National Drive%22%22.jpg,,Unknown,
cb209,Screen Shot 2015-11-02 at 6.36.22 PM.png,Screen Shot 2015-11-02 at 6,36,22 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 6.36.22 PM.png,"Group Photo in India, Nutrition Seminar and Study Tour",N/A,N/A,,1969,"Group photo of the women on the Nutrition Seminar and Study Tour around the world in front of the Taj Mahal. Alicia Escalante is included in this picture, second to the left, front row.",1969; 1960s; Alicia Escalante; cpmr; Nutrition Seminar and Study Tour; World Hunger Tour; hunger; InDetroit Institute Art,,,,Alicia Escalante,Unknown,,Photograph,"Group Photo in India, Nutrition Seminar and Study Tour.jpg",,N/A,
cb208,Screen Shot 2015-11-02 at 6.45.40 PM.png,Screen Shot 2015-11-02 at 6,45,40 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 6.45.40 PM.png,"Los angeles Times ""County Welfare Chief Accused of Being Insensitive to Latins""",Unknown,N/A,,1969,Newspaper article about Alicia Escalante leading a protest against insensitive County Welfare Director.,cpmr; 1969; 1960s; Alicia Escalante; Escalante archive; county welfare officer; ruben salazar,,,,Alicia Escalante,Unknown,,Article,1969-Article-LATIMES_Ruben_Salazar_Insensitive_to_Latins.tif,,Unknown,
cb207,Screen Shot 2015-11-02 at 6.50.16 PM.png,Screen Shot 2015-11-02 at 6,50,16 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 6.50.16 PM.png,Poor People's Campaign Brochure,Unknown,N/A,,1968,"The inside of of a brochure for the poor peoples campaign, a campaign involving a march to Washington, that Alicia attended, and non-violent demonstrations to bring attention to poverty and the rights of the poor.",1960s; 1968; poor peoples campaign; cpmr; Alicia Escalante; Martin Luther King Jr.; poverty; brochures; demonstrations; Washington D.C.,,,,Alicia Escalante,Unknown,,Brochure,convertedAE4.pdf,,Unknown,
cb206,Screen Shot 2015-11-02 at 6.59.40 PM.png,Screen Shot 2015-11-02 at 6,59,40 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 6.59.40 PM.png,"La Causa de los Pobres ""Growing Communications Welfare Gap""",Ruben Salazar,N/A,,2/28/1969,"An edition of La Causa de los Pobres, a newspaper dedicated to all Chicano Welfare Rights Oranizations and created to provide readers information about welfare rights, in which an article by Ruben Salazar called, ""Growing Communications Welfare Gap,"" is featured. Alicia Escalante is featured in the article as the Chairman of the East Los Angeles Welfare Rights Organization.",1960s; 1969; welfare rights; Los Angeles; Alicia Escalante; cpmr; La Causa de los Pobres Newspaper; ruben salazar,,,,Alicia Escalante,Unknown,,Article,La Causa los Pobres %22%22Growing Communications Welfare Gap%22%22 Newspaper Article.jpg,,Ruben Salazar,
cb205,Screen Shot 2015-11-02 at 7.06.56 PM.png,Screen Shot 2015-11-02 at 7,6,56 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 7.06.56 PM.png,Alicia Escalante Personal Statement,Alicia Escalante,N/A,,2002,Alicia Escalante tells her story of being a single mother on welfare and the humiliation and inequality she experienced. She writes about how she joined protests and got involved with activism.,Alicia Escalante; Escalante archive; cpmr; 2000s; 2002; personal; history; biography; activism; social worker; L.A.; protests,,,,Alicia Escalante,8.5X11,,Paper,multipageAE001.pdf,,Alicia Escalante,
cb204,Screen Shot 2015-11-02 at 7.15.12 PM.png,Screen Shot 2015-11-02 at 7,15,0.5,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 7.15.12 PM.png,CWRO Float in Denver Crusade for Justice Parade,N/A,N/A,,380.09 KB,"Photo of the Chicana Welfare Rights Organization float in the Denver Crusade for Justice, a Chicano civil rights organization, parade in front of the Denver post office.",1970; 1970s; Alicia Escalante; Chicana Welfare Rights Organization; Denver; Crusade for Justice; parade,,,,Alicia Escalante,Unknown,,Photograph,CWRO Float in Denver Crusade for Justice Parade Photograph.jpg,,N/A,
cb203,Screen Shot 2015-11-02 at 7.22.35 PM.png,Screen Shot 2015-11-02 at 7,22,35 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-11-02 at 7.22.35 PM.png,"La Raza ""Around the World to Expose Hunger in the U.S.A.""",Alicia Escalante,N/A,,1969,Alicia Escalante's personal testimony about her round-the-world tour in order to explore hunger both abroad and in the United States.,1969; 1960s; hunger; Alicia Escalante; cpmr; world tour; Nutrition Seminar and Study Tour,,,,Alicia Escalante,Unknown,,Newspaper Article,1969-Article-La_Raza_Newspaper_'69_World_Tour.jpg,,Alicia Escalante,
cb187,Screen Shot 2015-12-08 at 7.56.56 PM.png,Screen Shot 2015-12-08 at 7,56,56 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 7.56.56 PM.png,"""Los Viejitos"" and The Raza Art and Media Collective Binder Title Page",,Ana Luisa Cardona,,1970s,"This is the cover of the binder containing documents from the ""Los Viejitos"" project and The Raza Art and Media Collective. The binder also includes some of Ana Cardona's personal documents and corespondance.",Ana Luisa Cardona; Cardona Archive; los viejitos; puerto rico; photographs; 1970s,,,,Ana Luisa Cardona,"6""x10""",,Binder Cover: Project Title Page,214AC_111215_001_a,,,
cb186,Screen Shot 2015-12-08 at 8.00.16 PM.png,Screen Shot 2015-12-08 at 8,0,16 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 8.00.16 PM.png,"""Razartes"" March 1978, Schedule",,Ana Luisa Cardona,,1978,"Scan of ""Razartes"" March 1978, Schedule on inside of trifold pamphlet unfolded",ramc; Ana Luisa Cardona; Cardona Archive; university of michigan; 1978; razartes; raza art and media collective; razartes week; los viejitos; trotter house; roberto flores; jesse gonzales; george vargas; harry gamboa; 1970s,,,,Ana Luisa Cardona,"8.5""x11""",,Pamphlet,214AC_111215_001_aj,,,
cb185,Screen Shot 2015-12-08 at 8.02.06 PM.png,Screen Shot 2015-12-08 at 8,2,0.75,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 8.02.06 PM.png,Letter of Recommendation for Ana Luisa Cardona,Raymond V. Padilla,Ana Luisa Cardona,,1977,Letter of Recommendation for Ana Luisa Cardona in support of her candidacy for the work experience internship program sponsored by the national endowment for the arts,Ana Luisa Cardona; Cardona Archive; national endowment for the arts; latino art; nea; raza art and media collective; michigan department of education; work experience internship program; 1977; 1970s,,,,Ana Luisa Cardona,"8.5"" by 11""",,Letter,214AC_111215_001_am,,Raymond V. Padilla,
cb184,Screen Shot 2015-12-08 at 8.04.16 PM.png,Screen Shot 2015-12-08 at 8,4,16 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 8.04.16 PM.png,Welcome to the National Endowement's Work Experience Internship Program,Kathleen Bannon,Ana Luisa Cardona,,1977,Welcome letter to the National Endowement's Work Experience Internship Program addressed to Ana explaining next steps to her intership with NEA,Ana Luisa Cardona; Cardona Archive; national endowment for the arts; nea; work experience internship program; 1977; 1970s,,,,Ana Luisa Cardona,"8.5"" by 11""",,Letter,214AC_111215_001_an,,Kathleen Bannon,
cb183,Screen Shot 2015-12-08 at 8.07.34 PM.png,Screen Shot 2015-12-08 at 8,7,34 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 8.07.34 PM.png,Subscription Request from UCLA to Raza Art and Media Collective Journal,Roberto Cabello,Ana Luisa Cardona,,1976,Subscription Request from UCLA to Raza Art and Media Collective Journal,Ana Luisa Cardona; Cardona Archive; raza art and media collective; raza art and media collective journal; 1976; roberto cabello-a; university of michigan; 1970s,,,,Ana Luisa Cardona,"5.5""X8.5""",,Letter,214AC_111215_001_aq,,Roberto Cabello,
cb182,Screen Shot 2015-12-08 at 8.11.18 PM.png,Screen Shot 2015-12-08 at 8,11,18 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 8.11.18 PM.png,Ana Luisa Cardona named a CEW Scholar,Unknown,Ana Luisa Cardona,,1980,Letter naming Ana Cardona as a Center for Education of Women (CEW) scholar.,Ana Luisa Cardona; Cardona Archive; cew scholar; center for education of women; ann arbor; university of michigan; raza art and media collective; los viejitos; 1980; 1980s,,,,Ana Luisa Cardona,"8.5"" by 11""",,Letter,214AC_111215_001_m,,Unknown,
cb179,Screen Shot 2015-12-08 at 8.18.12 PM.png,Screen Shot 2015-12-08 at 8,18,0.5,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 8.18.12 PM.png,"Photographs of ""Los Viejitos"" Subjects in Puerto Rico",Unknown,Ana Luisa Cardona,,1970s,"This page contains photographs from Ana's trip to Puerto Rico to produce ""Los Viejitos""",Ana Luisa Cardona; Cardona Archive; los viejitos; puerto rico; photographs; 1970s,,,,Ana Luisa Cardona,"8.5"" by 11""",,Photographs,214AC_111215_001_g,,Unknown,
cb178,Screen Shot 2015-12-08 at 8.20.23 PM.png,Screen Shot 2015-12-08 at 8,20,23 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 8.20.23 PM.png,"Photographs from ""Los Viejitos"" trip to Puerto Rico 2",Unknown,Ana Luisa Cardona,,1970s,"This page contains photographs from Ana's trip to Puerto Rico to produce ""Los Viejitos""",Ana Luisa Cardona; Cardona Archive; los viejitos; puerto rico; photographs; 1970s,,,,Ana Luisa Cardona,"8.5"" by 11""",,Photographs,214AC_111215_001_h,,Unknown,
cb177,Screen Shot 2015-12-08 at 8.23.57 PM.png,Screen Shot 2015-12-08 at 8,23,57 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 8.23.57 PM.png,"Letter thanking Ana Cardona for participation in ""Semana Puertorriquena"" at Michigan State University",Gumecindo Salas,Ana Luisa Cardona,,1980,"Letter thanking Ana Cardona for participation in ""Semana Puertorriquena"" at Michigan State University from the planning committee",Ana Luisa Cardona; Cardona Archive; semana puertorriquena; michigan state university; minority programs; puerto rico; 1980; 1980s,,,,Ana Luisa Cardona,"8.5"" by 11""",,Letter,214AC_111215_001_bi,,Gumecindo Salas,
cb176,Screen Shot 2015-12-08 at 8.26.44 PM.png,Screen Shot 2015-12-08 at 8,26,44 PM,png,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/Screen Shot 2015-12-08 at 8.26.44 PM.png,Letter Thanking Ana Cardona for participation in conference on Michigan Education and the Latino,John W. Porter,Ana Luisa Cardona,,1975,Letter Thanking Ana Cardona for participation in conference on Michigan Education and the Latino,Ana Luisa Cardona; Cardona Archive; 1975; doe; michigan education and the latino; michigan education and the latino conference; educational opportunity; michigan department of education; 1970s; department of education; michigan doe,,,,Ana Luisa Cardona,"8.5"" by 11""",,Letter,214AC_111215_001_bc,,John W. Porter,
cb215,stopabm.png,stopabm,png,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/stopabm.png,Stop ABM Button,Unknown,,,2013-12-23,Stop ABM Button,Oral history; 1960s; 1970s; abm; button; cpmr; guadiana archive; maria guadiana; soviet union,,,,Maria Guadiana,2311x2816,,Image,104MG_120713_003.tiff,,Unknown,
cb264,Support Committee for Anna Nieto Gomez's Tenure Battle.png,Support Committee for Anna Nieto Gomez's Tenure Battle,png,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/Support Committee for Anna Nieto Gomez's Tenure Battle.png,Support Committee for Anna Nieto Gomez's Tenure Battle,Unknown,unknown,,1976,"Party with Chicana participants in Anna Nieto Gomez's support committee for her 1976 tenure battle at California State-Northridge. Pictured are Corinne Sanchez, Anna Nieto Gomez, Sonia Lopez, and Enriqueta Chavez. Photograph taken by Cynd Honesto.",newspaper article; 1976; 1970s; UCLA; La Gente; Anna Nieto Gomez tenure battle; California State-Northridge,,,,Anna NietoGomez,"2""x2""",,35 mm transparency,006ANG_111214_001,,Unknown,
cb266,"Tabling for an Organization, 1976, Image III.png","Tabling for an Organization, 1976, Image III",png,,,,,image/,image/,image/,"https://cpmrark.reclaim.hosting/images/records/Tabling for an Organization, 1976, Image III.png","Tabling for an Organization, 1976, Image III",Unknown,unknown,,unknown,"Anna Nieto Gomez, Rosa Maria Marquez, and Corinne Sanchez tabling as the support committee for Encuentro Feminil",Anna NietoGomez; 1976; 1970s; 35 mm transparency; Rosa Maria Marquez; Corinne Sanchez; Encuentro Feminil,,,,Anna NietoGomez,"2""x2""",,35 mm transparency,006ANG_111214_026,,Unknown,
cb105,tarango03 (1000x735).jpg,tarango03 (1000x735),jpg,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/tarango03 (1000x735).jpg,"Portrait, Sister Yolanda Tarango",Nuri Vallbona,Global Sisters Report,,"March 18, 2015",n/a,n/a,,,,Sister Yolanda Tarango,8x10,,Photograph,n/a,,Nuri Vallbona,
cb322,Two Smiling Women Photo Front and Back.png,Two Smiling Women Photo Front and Back,png,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/Two Smiling Women Photo Front and Back.png,Two Smiling Women Photo,Unknown,,,2000s,"A photo of two smiling women, one of whom is Rita Sanchez.",cpmr; rita sanchez archive; rita sanchez; 2000s; 2002; photo; women; chicanas,,,,Rita Sanchez,"6"" x 4""",,Photograph,041RS080613-008.tif,,Unknown,
cb214,udall.png,udall,png,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/udall.png,Udall Button,Unknown,,,2013-12-23,Udall Button,Oral history; 1960s; 1970s; button; cpmr; democrat; guadiana archive; maria guadiana; udall,,,,Maria Guadiana,2112x2112,,Image,104MG_120713_007.tiff,,Unknown,
cb057,Vasquez Portait.png,Vasquez Portait,png,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/Vasquez Portait.png,"Enriqueta Vasquez, Oil Portrait by Bill Longley, 1968",Bill Longley aka,Alan Lewis,,1968,"This portrait of Enriqueta Vasquez was painted by Enriqueta's husband (Bill Longley also known ""Yermo"" Vasquez) in 1968. The portrait once belonged to Clifford Lewis a civil rights attorney, pastor and educator in Denver, who owned several of Bill Longley's artworks. According to his son, Alan Lewis (who donated this image to us) Clifford Lewis was deeply connected to Corky Gonzáles and the Crusade for Justice. He ""helped defend Juan Haro, Manuel Martinez, Corky and others who were active in La",cpmr; Enriqueta Vasquez; Enriqueta Vasquez collection; 1960s; 1968; MEC; Alan Lewis; Clifford Lewis; Denver; Colorado; Bill Longley; Yermo Vasquez; Crusade for Justice; San Cristobal; New Mexico; Art,,,,Enriqueta Vasquez,"54"" x 37""",,Oil Painting,Vasquez.jpg,,Bill Longley aka,
cb111,woman hanging from window.png,woman hanging from window,png,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/woman hanging from window.png,Woman hanging out of window in Chicago,Nancy de los Santos,Nancy De Los Santos,,,Photo of a young women leaning out of a Chicago window,,,,,Nancy de los Santos,"2""x2""",,35mm slide,not catalogued,,Nancy de los Santos,
cb108,woman mirror SELF PORTRAIT.png,woman mirror SELF PORTRAIT,png,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/woman mirror SELF PORTRAIT.png,Nancy De Los Santos Self Portrait,Nancy de los Santos,Nancy de los Santos,,,Self Portrait of Nancy De Los Santos taken in a bathroom mirror,Nancy De Los Santos collection; Nancy De Los Santos; CPMR; 1970s; photo; self-portrait,,,,Nancy de los Santos,"3"" x 4.5""",,photograph,1401_011NDLSR_111114_200,,Nancy de los Santos,
cb033,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Concilio de Arte Popular brochure,Concilio de Arte Popular,Osa Hidalgo de la Riva,,1979,"CPMR, de la Riva Family Archive, Chicano, California, Mexican American, Gay, Queer, Lesbian, membership, brochure, Concilio de Arte Popular, Centro de Arte, Chicano art, 1979, 1970s, Royal Chicano Air Force, RCAF",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; membership; brochure; Concilio de Arte Popular; Centro de Arte; Chicano art; 1979; 1970s; Royal Chicano Air Force; RCAF,,,,Osa Hidalgo de la Riva,"8.5"" by 11""",,brochure,500_OHR_06052022_021,,Concilio de Arte Popular,
cb034,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Angela Davis event poster at USC,Osa Hidalgo de la Riva,Osa Hidalgo de la Riva,,c.2006,"A flyer, designed by Osa, advertising a speaking event at the Bovard Auditorium at USC. While at USC, Osa helped start the Latino Cinema Society and served as a representative for that org within the university. A fellow student in that larger group, one of the few other women of color, expressed interest in having Angela speak at the school and Osa was able to help make that happen via her relationship with Angela. This speaking event became a collaborative project between multiple student, com",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; poster; event; flyer; University of Southern California; Latino Cinema Society; Film and Television Criticism; Angela Davis; Bovard Auditorium; rainbow; speech; graduate school,,,,Osa Hidalgo de la Riva,"3""x5""",,flyer,500_OHR_06052022_020,,Osa Hidalgo de la Riva,
cb036,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Mama Sappho: Poems con Sabor a Caló, book",Osa Hidalgo de la Riva,Osa Hidalgo de la Riva,,2018,"This collection of poems was Osa's Master's thesis within the English department with an emphasis in Creative Writing from San Francisco State (completed in May of 1980). The forward was written by Angela Davis, who was teaching at SF State. They met because Osa's incarcerated cousin (at Soledad prison) asked her to ask Angela if she could find him a lawyer. The book was published in part because Osa's professional and personal communities (Gina Davis, in particular) were always encouraging her",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; 2018; Joteria Studies; Master's thesis; San Francisco State University; creative writing; Gina Davis; Korima Press; Lorenzo Herrera y Lozano; poetry; Angela Davis; Soledad prison; Osa Hidalgo de la Riva; Mama Sappho,,,,Osa Hidalgo de la Riva,"5""x8""",,book,500_OHR_06042022_018,,Osa Hidalgo de la Riva,
cb039,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Spectator journal, Elizabeth Hidalgo de la Riva contribution","Osa Hidalgo de la Riva, Elizabeth Hidalgo de la Riva",Osa Hidalgo de la Riva,,2006,"Interview with Elizabeth M. Hidalgo (""Liz"") within Spectator Volume 26, No. 1 Spring 2006 Issue ( a journal published by the University of Southern California) edited by Osa while completing her PhD in Film and Television Criticism. The brief biography at the top of the page reads: ""Elizabeth M. Hidalgo has worked in a variety of media, from leather-making, haiku writing, cross-stitch sewing, jewelry making and precious stone cutting. She was one of the few earlier female Park R",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; 2006; 2000s; Spectator Magazine; University of Southern California; PhD; Doctorate; Film and Television Criticism; Lola de la Riva; poetry; film; Elizabeth M. Hidalgo; Liz Hidalgo de la Riva; prejudice; sexual orientation; gender; race; diversity,,,,Osa Hidalgo de la Riva,"7""x10""",,magazine journal,500_OHR_06042022_015,,"Osa Hidalgo de la Riva, Elizabeth Hidalgo de la Riva",
cb040,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Spectator Journal, Celia de la Riva Rubio contribution","Osa Hidalgo de la Riva, Celia de la Riva Rubio",Osa Hidalgo de la Riva,,2006,"Celia de la Riva Rubio's contribution to Spectator Volume 26, No. 1 Spring 2006 Issue ( a journal published by the University of Southern California) edited by Osa while completing her PhD in Film and Television Criticism. This piece is subtitled 'Activist Feminist During the 70's"" and details Celia's deep care for her students and the essential role she consciously took as one of two teachers who could be trusted to counsel and help with sexual or reproductive issues. Celia describes counseling",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; activist; feminism; Aunt Sally; Celia de la Riva; teacher; Stockton; Hayward; 1970s; 2006; pregnancy; venereal disease; underage pregnancy,,,,Osa Hidalgo de la Riva,"ex: 8.5"" by 11""",,magazine journal,500_OHR_06042022_014,,"Osa Hidalgo de la Riva, Celia de la Riva Rubio",
