objectid,title,creator,creator_title,date,description,subject,type,format,language,identifier,filename_og,display_template,image_large,image_small,image_thumb,object location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement
cb134,UFW welcome sign on exterior doors,Nancy de los Santos,,10/1/1974,"This Rally sought to make connections between the plight of farmworkers and urban dwellers. Speakers included Marcos Munoz, Chicago boycott director, Jose Chacha"" Jimenez who was running for alderman (Pilsen), Slim Coleman of Community Control and Alderman Dick Simpson took place in October, 1974",teatro del barrio; UFW; chicago; boycott; Nancy de los Santos collection; 1970s;  Farmworkers; 1974; urban renewel; Marcos Munoz; Jose; Pilsen; Slim Coleman; Community Control; Dick Simpson; la historia de Nancy,Image;Stillimage,image/png,,copyofwelcome.png,Copy of welcome.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/copyofwelcome.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/copyofwelcome.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/copyofwelcome.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/copyofwelcome.png,Nancy de los Santos,,,,Nancy de los Santos,"ex: 8.5"" by 11""",image,1401_0011NDLSR_111014_01401_0011NDLSR_111114_281,,Nancy de los Santos,
cb135,Women Clapping,,,1970s,,chicago; Pilsen; 1970s; UFW; Chicano Rights Movement,Image;Stillimage,image/png,,copyofwomenclapping.png,Copy of women clapping.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/copyofwomenclapping.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/copyofwomenclapping.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/copyofwomenclapping.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/copyofwomenclapping.png,,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,,,,
cb329,Corky Gonzalez Speech Photo,Unknown,,4/1/2000,"A photo of Corky Gonzalez giving a speech. Behind him, Rita Sanchez smiles.", rita sanchez archive; rita sanchez; 2000s; 2000; photo; Corky Gonzalez; speech; chicanas; chicanos; chicano park day,Image;Stillimage,image/png,,corkygonzalezspeechphotofrontandback.png,Corky Gonzalez Speech Photo Front and Back.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/corkygonzalezspeechphotofrontandback.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/corkygonzalezspeechphotofrontandback.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/corkygonzalezspeechphotofrontandback.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/corkygonzalezspeechphotofrontandback.png,,,,,Rita Sanchez,"6"" x 4""",photograph,041RS080613-010.tif,,Unknown,
cb267,Cover of El Popo Femenil,Unknown,,unknown,"Cover of El Popo Femenil, a special edition of the California State-Northridge MEChA newspaper which focused on Chicana experiences",1970s; California State-Northridge; Anna NietoGomez; 35 mm transparency; El Popo Femenil,Image;Stillimage,image/png,,coverofelpopofemenil.png,Cover of El Popo Femenil.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/coverofelpopofemenil.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/coverofelpopofemenil.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/coverofelpopofemenil.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/coverofelpopofemenil.png,unknown,,,,Anna NietoGomez,"2""x2""",35 mm transparency,006ANG_111214_023,,Unknown,
cb265,"Covert Artwork of La Gente - UCLA Student Newspaper in support of Anna Nieto Gomez, March 1976",Unknown,,1976,"Covert art of Volume 6, Number 4 of La Gente de Aztlan, a UCLA student newspaper in support of Anna Nieto Gomez's tenure battle at California State-Northridge. Features artwork in celebration of International Women's Day; in the lower right-hand corner, one woman carries a sign which reads: ""Support Anna Nieto Gomez.""",Anna NietoGomez; Anna Nieto Gomez tenure battle; California State-Northridge; La Gente de Aztlan; UCLA; 1976; 1970s; Barbara Carrasco; 35 mm transparency,Image;Stillimage,image/png,,"covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976.png","Covert Artwork of La Gente - UCLA Student Newspaper in support of Anna Nieto Gomez, March 1976.png",image,"https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976.png","https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976.png","https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976.png","https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976.png",unknown,,,,Anna NietoGomez,"2""x2""",35 mm transparency,006ANG_111214_031,,Unknown,
cb335,Cars Proceeding in the Raza Unida Party Parade - Photo,Unknown,,1972,"Photo of a Raza Unida Party parade in Crystal City, Texas taken by Enriqueta Chavez. Cars in the parade proceed down the street of a residential area.",1970s; 1972; cars; chavez; archive;  enriqueta chavez; la raza unida party march,Image;Stillimage,image/jpg,,crystalcityparade.jpg,crystalcityparade.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/crystalcityparade.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/crystalcityparade.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/crystalcityparade.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/crystalcityparade.jpg,Appears courtesy of Enriqueta Chavez,,,,Enriqueta Chavez,"4""x4""",Color Photo,034EC080113-006.tiff,,Unknown,
cb158,"Matrix Theater Company 10th Anniversary ""We Wouldn't Be Here Without You"" Award 2001",N/A,,2001,"Angela Reyes received this award for her contributions to the Matrix Theater Company, a community organization in Southwest Detroit that uses Theater to foster community and social justice for the youth.",Angela Reyes; 2001; Matrix Theater Company; Southwest Detroit,Image;Stillimage,image/png,,d1d30d32ea69479a82062feed13d0d1c.png,d1d30d32-ea69-479a-8206-2feed13d0d1c.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d1d30d32ea69479a82062feed13d0d1c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d1d30d32ea69479a82062feed13d0d1c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d1d30d32ea69479a82062feed13d0d1c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d1d30d32ea69479a82062feed13d0d1c.png,N/A,,,,Angela Reyes,N/A,award,215AR_110815006.jpg,,N/A,
cb284,Chicana Conference Rainbow Poster,Unknown,,1/6/1973,"A minimalistic four-color poster for the SDCC Chicana Conference in January, 1973.", Sonia Lopez archive; sonia lopez; poster; 1970s; 1973; SDCC; chicana conference,Image;Stillimage,image/png,,d44eedcea7774435b689596b8e2aabc9.png,d44eedce-a777-4435-b689-596b8e2aabc9.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d44eedcea7774435b689596b8e2aabc9.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d44eedcea7774435b689596b8e2aabc9.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d44eedcea7774435b689596b8e2aabc9.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d44eedcea7774435b689596b8e2aabc9.png,,,,,Sonia Lopez,"6"" x 8""",Poster,DSC_2767.JPG,,Unknown,
cb146,Letter Regarding the Raza Art and Media Collective Journal from Chicano Fellows Program at Stanford University,Ana Cardona,,4/1/1976,Letter Regarding the Raza Art and Media Collective Journal from Chicano Fellows Program at Stanford University and submission and subscription,ramc; 1976; Ana Luisa Cardona; Cardona Archive; chicano fellows program;  la onda; mdbe; stanford university; university of michigan; raza art and media collective,Image;Stillimage,image/png,,d558156933794d29a582f5c2bffd70cf.png,d5581569-3379-4d29-a582-f5c2bffd70cf.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d558156933794d29a582f5c2bffd70cf.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d558156933794d29a582f5c2bffd70cf.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d558156933794d29a582f5c2bffd70cf.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/d558156933794d29a582f5c2bffd70cf.png,,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",Paper Letter,214AC_111215_001_as.tif,,Ana Cardona,
cb304,Photo of Emily Martinez and one of her students,Unknown,,unknown,"Emily and one of her students at a Hispanic Heritage month program in Lansing, Michigan",emily martinez; Martinez archive;  Anna and Elizabeth; Photograph,Image;Stillimage,image/png,,da0c87d963414f9882fbacacbaeb28c6.png,da0c87d9-6341-4f98-82fb-acacbaeb28c6.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/da0c87d963414f9882fbacacbaeb28c6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/da0c87d963414f9882fbacacbaeb28c6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/da0c87d963414f9882fbacacbaeb28c6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/da0c87d963414f9882fbacacbaeb28c6.png,,,,,Emily Martinez,"3.5""x4.25""",Photograph,103EM_112513_43.jpg,,Unknown,
cb328,Description of Rita Sanchez Graduation Photo,Unknown,,1974,Handwritten description on the backside of Rita Sanchez Graduation Photo., rita sanchez archive; rita sanchez; 1970s; 1974; graduation; stanford university,Image;Stillimage,image/png,,descriptionofritasanchezgraduationphoto.png,Description of Rita Sanchez Graduation Photo.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/descriptionofritasanchezgraduationphoto.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/descriptionofritasanchezgraduationphoto.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/descriptionofritasanchezgraduationphoto.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/descriptionofritasanchezgraduationphoto.png,,,,,Rita Sanchez,"6"" x 4""",Photo,041RS080613-023.tif,,Unknown,
cb213,"""Don't Buy Grapes,"" Support Farm Workers Button",Unknown,,12/23/2013,"""Don't Buy Grapes,"" Support Farm Workers Button",Oral history; 1960s; 1970s; button;  grapes boycott; guadiana archive; maria guadiana; united farm workers,Image;Stillimage,image/png,,dontbuy.png,dontbuy.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/dontbuy.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/dontbuy.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/dontbuy.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/dontbuy.png,,,,,Maria Guadiana,2080x2176,Image,104MG_120713_002.tiff,,Unknown,
cb221,"""Don't Buy Grapes,"" Support Farm Workers Button",Unknown,,12/23/2013,"""Don't Buy Grapes,"" Support Farm Workers Button",Oral history; 1960s; 1970s; button;  grapes boycott; guadiana archive; maria guadiana; united farm workers,Image;Stillimage,image/png,,dontbuy.png,dontbuy.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/dontbuy.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/dontbuy.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/dontbuy.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/dontbuy.png,,,,,,2080x2176,Image,104MG_120713_002.tiff,,Unknown,
cb063,"La Ofrenda, 1989",,,1989,"Mural ‎La Ofrenda is a dedication to immigrants, political exiles, and all immigrants. Cervántez attempts to put into context the struggles in Latin America in the 70s with the Chicano/Chicana struggle in the US. Common struggle is the theme. Cervántez depicts the positive and transformative role that women play in creating change by having Dolores Huerta be the central figure of the piece. There are references to indigenous spirituality such as the burning the copal and the sage. Rosanna Martin", AC; Yreina Cervantez; Yreina Cervantez Collection; 1989; 1980s; Central American Crisis; Yreina D. Cervántez; La Ofrenda; Dolores Huerta; Rosanna Martinez; Sara Martinez; Mujer; Gloria Enedina Alvarez; Vende Futuro,Image;Stillimage,image/png,,download.png,download.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download.png,Yreina Cervantes personal collection,,,,Yreina Cervantes,"ex: 8.5"" by 11""",Photograph,303YC_071116_011.tif,,,
cb062,"La Ofrenda Mural Dedication, 1989",Neighborhood Pride Program,,8/27/1989,"Flyer announcing the La Ofrenda mural dedication hosted by the Neighborhood Pride Program, sponsered by Social And Public Arts Resource Center (S.P.A.R.K) and the city of Los Angeles. It shares that the dedication will be held Sunday, August 27th, 1989 at First & Toluca Streets. Dolores Huerta from the United Farm Workers (U.F.W.U) is announced to be a special guest. Cervántez along with Claudia Escobedo, Sonia Ramos, Erick D. Montenegro, Vladimir Morales are listed to attend the mural dedicatio", AC; Yreina Cervantez; Yreina Cervantez Collection; 1989; 1980s; Central American Crisis; Yreina D. Cervántez; La Ofrenda; Dolores Huerta; Rosanna Martinez; Sara Martinez; Mujer; Gloria Enedina Alvarez; Vende Futuro; Neighborhood Pride Program; united farm workers; U.F.W.U; Social And Public Arts Resource Center; S.P.A.R.K; LA Neighborhood Pride Program; Claudia Escobedo; Sonia Ramos; Erick D. Montenegro; Vladimir Morales,Image;Stillimage,image/png,,download(1).png,download (1).png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(1).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(1).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(1).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(1).png,Yreina Cervantes personal collection,,,,Yreina Cervantes,"ex: 8.5"" by 11""",Flyer,303YC_071116_012.tif,,Neighborhood Pride Program,
cb061,"Poem, Mujer","Sara Martinez, Rosanna Perez",,1989,"Sara Martinez, Rosanna Perez", AC; Yreina Cervantez; Yreina Cervantez Collection; 1989; 1980s; Central American Crisis; Yreina D. Cervántez; La Ofrenda; Sara Martinez; Rosanna Perez; Mujer,Image;Stillimage,image/png,,download(2).png,download (2).png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(2).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(2).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(2).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(2).png,Yreina Cervantes personal collection,,,,Yreina Cervantes,"ex: 8.5"" by 11""","Poem Mujer by Sara Martinez, also known as Rosanna Perez. Yreina D. Cervántez uses Martinez's poem in her mural La Ofrenda.",303YC_071116_016.tif,,"Sara Martinez, Rosanna Perez",
cb060,"Immerse Yourself in Chicana Art, UTPA Festiba Event, 2011",Univeristy of Texas-Pan American,,03/28/2011 to 04/30/2011,Flyer announcing an exhibit showcasing Yreina D. Cervántez's art to be held at the UTPA library as part of their FESTIBA 2011 event., AC; Yreina Cervantez; Yreina Cervantez Collection; 2011; 2010s; FESTIBA 2011 event; UTPA; UTRGV; University of Texas Pan American; University of Texas Rio Grande; Immerse Yourself in Chicana Art,Image;Stillimage,image/png,,download(3).png,download (3).png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(3).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(3).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(3).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(3).png,Yreina Cervantes personal collection,,,,Yreina Cervantes,"ex: 8.5"" by 11""",Flyer,303YC_071116_030.tif,,Univeristy of Texas-Pan American,
cb059,"Artistas Para Artistas Fundraiser, 1986",Artistas para Artistas,,6/20/1986,"Flyer for fundraiser held by Artistas para Artistas to assist Chicana artists Gloria Alvarez and Yreina D. Cervántez in their trip to Managua, Nicaragua with a Chicano Delegation organized by UCLA. Flyer details the performances and exhibitions that take place June 20, 1986 at 1547 Estudillo East Los Streetscapers Studio.", AC; Yreina Cervantez; Yreina Cervantez Collection; 1986; 1980s; serigraph; Central American Crisis; Gloria Alvarez; Yreina D. Cervántez; Marialice Jacob; Kay Torres; Artistas para Artistas; East Los Streetscapers Studio; Chicano Solidarity with Nicaragua; UCLA Chicano Delegation 1986; Univeristy of California Los Angeles Chicano Delegation 1986,Image;Stillimage,image/png,,download(4).png,download (4).png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(4).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(4).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(4).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(4).png,Yreina Cervantes personal collection,,,,Yreina Cervantes,"ex: 8.5"" by 11""",Flyer,303YC_071116_007.tif,,Artistas para Artistas,
cb058,"¡Alerta!, Serigraph, 1987",Yreina Cervantes,,1987,"¡Alerta! is a serigraph created in Cervántez's time collaborating with the East Side Artistas (ESA). According to Cervántez, the piece along with the ¡Alerta! exhibition is inspired by an instalation, multi-media piece that she completes for her second-semester, first quarter review in her time at The University of California, Berkely. The serigraph addresses the lives lost in the Central American crisis.", AC; Yreina Cervantez; Yreina Cervantez Collection; 1987; 1980s; serigraph; Central American Crisis; East Side Artistas; ESA; ¡Alerta!; Self-Help Graphics; Galeria Otra Vez,Image;Stillimage,image/png,,download(5).png,download (5).png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(5).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(5).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(5).png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/download(5).png,Yreina Cervantes personal collection,,,,Yreina Cervantes,"ex: 8.5"" by 11""",Photographic Reproduction,303YC_071116_001.tif,,Yreina Cervantes,
cb237,Essays on La Mujer Anthology No.1 Book Cover Art,Unknown,,1977,Essays on La Mujer Anthology No.1 Book cover art etching done by Barbara Carrasco,Barbara Carrasco; book; Anthology; Art; Essays on La Mujer; 1977; 1970s; UCLA; Carrasco Archive;  BE; Carrasco art,Image;Stillimage,image/png,,e1333b715dc849ca8ab45a4c50076e8f.png,e1333b71-5dc8-49ca-8ab4-5a4c50076e8f.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e1333b715dc849ca8ab45a4c50076e8f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e1333b715dc849ca8ab45a4c50076e8f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e1333b715dc849ca8ab45a4c50076e8f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e1333b715dc849ca8ab45a4c50076e8f.png,Barbara Carrasco,,,,Barbara Carrasco,Unknown,Book,042BC_111014_002,,Unknown,
cb303,"Photo of Emily, high school graduation",Emily Martinez,,1959,Photo of Emily dressed in her high school graduation cap & gown in 1959,emily martinez; Martinez archive;  Anna and Elizabeth; Photograph; 1950s; 1959,Image;Stillimage,image/png,,e85b19ba35d34d45aff115920805087b.png,e85b19ba-35d3-4d45-aff1-15920805087b.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e85b19ba35d34d45aff115920805087b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e85b19ba35d34d45aff115920805087b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e85b19ba35d34d45aff115920805087b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e85b19ba35d34d45aff115920805087b.png,,,,,Emily Martinez,Unknown,Photograph,103EM_041014_115.tif,,Emily Martinez,
cb312,Revolutionary To-Do List,Olivia Puentes Reynolds,,1972,Materials courtesy of Olivia Puentes Reynolds. A list in Spanish of what the writer wants to accomplish in terms of education and revolutionary goals., Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; 1972; notes; revolution; communism; education; San Diego,Image;Stillimage,image/png,,e8fd87e018654141a719e433a7aa7b74.png,e8fd87e0-1865-4141-a719-e433a7aa7b74.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e8fd87e018654141a719e433a7aa7b74.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e8fd87e018654141a719e433a7aa7b74.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e8fd87e018654141a719e433a7aa7b74.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/e8fd87e018654141a719e433a7aa7b74.png,,,,,Olivia Puentes Reynolds,"8"" by 11""",personal notes,039OPR080513-005.tif,,Olivia Puentes Reynolds,
cb139,Crowd protesting police brutality in Texas,Nancy de los Santos,,1977,"Image of protestors at the police brutality march. The police brutality march was held to commemorate Jose Torres who was killed in Houston, TX in 1977",joe torres; jose torres;  Nancy de los Santos; Nancy de los Santos collection; 1977; 1970s; austin; texas; Photograph; police brutality,Image;Stillimage,image/png,,ee3706406bf74e01ba4185b9c1be73a0.png,ee370640-6bf7-4e01-ba41-85b9c1be73a0.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ee3706406bf74e01ba4185b9c1be73a0.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ee3706406bf74e01ba4185b9c1be73a0.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ee3706406bf74e01ba4185b9c1be73a0.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ee3706406bf74e01ba4185b9c1be73a0.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_078,,Nancy de los Santos,
cb302,Photo of Emily Martinez and her husband,Unknown,,unknown,Emily Martinez and her husband,emily martinez; Martinez archive;  Anna and Elizabeth; Photograph,Image;Stillimage,image/png,,ef25a01b541c47028c6f41f9238f1013.png,ef25a01b-541c-4702-8c6f-41f9238f1013.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ef25a01b541c47028c6f41f9238f1013.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ef25a01b541c47028c6f41f9238f1013.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ef25a01b541c47028c6f41f9238f1013.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ef25a01b541c47028c6f41f9238f1013.png,,,,,Emily Martinez,"3.5""x4.25""",Photograph,103EM_112513_39.jpg,,Unknown,
cb327,El Clavo SOLART Gallery Poster,John Valadez,,1980s,Illustrated poster for SOLART Gallery entitled El Clavo. Artwork done by John Valadez., rita sanchez archive; rita sanchez; 1980s; poster; SOLART,Image;Stillimage,image/png,,elclavosolartgalleryposter.png,El Clavo SOLART Gallery Poster.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/elclavosolartgalleryposter.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/elclavosolartgalleryposter.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/elclavosolartgalleryposter.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/elclavosolartgalleryposter.png,,,,,Rita Sanchez,"8.5"" x 11""",Poster,041RS080613-093.tif,,John Valadez,
cb145,"Invitations to ""El Salón"" in Ann Arbor",,,"January 24th, 1970's exact year unknown","An invitation to an art conversation at El Salón, alternative cafe in Ann Arbor",1970s; alternative cafe; Ana Luisa Cardona; ann arbor; Art; Cardona Archive;  el salón; invitation; Michigan; raza art and media collective,Image;Stillimage,image/png,,f51eb4bfa73444b5ba99256c98cf8cb3.png,f51eb4bf-a734-44b5-ba99-256c98cf8cb3.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/f51eb4bfa73444b5ba99256c98cf8cb3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/f51eb4bfa73444b5ba99256c98cf8cb3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/f51eb4bfa73444b5ba99256c98cf8cb3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/f51eb4bfa73444b5ba99256c98cf8cb3.png,,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",Paper Flyer,214AC_111215_001_k.tif,,,
cb157,National Council of La Raza Certificate of Affiliation with DHDC 2006,N/A,,2006,"The National Council of La Raza presented Detroit Hispanic Development Corporation-a non profit organization founded by Angela Reyes,CEO-with a certificate of affiliation for the organization's commitment to the empowerment of the Hispanic community of Southwest Detroit.",Angela Reyes; 2006; National Council of La Raza; NCLR; Certificate of Affiliation; Detroit Hispanic Development Corporation; DHDC; Southwest Detroit; Janet Murguia,Image;Stillimage,image/png,,fc3fc3702ef946eca3c0f73854cd1faa.png,fc3fc370-2ef9-46ec-a3c0-f73854cd1faa.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fc3fc3702ef946eca3c0f73854cd1faa.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fc3fc3702ef946eca3c0f73854cd1faa.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fc3fc3702ef946eca3c0f73854cd1faa.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fc3fc3702ef946eca3c0f73854cd1faa.png,N/A,,,,Angela Reyes,N/A,award,215AR_110815007.jpg,,N/A,
