objectid,filename_og,title,creator,creator_title,date,date_og,description,subject,type,format,language,identifier,base name,extension,overfow1,overflow2,display_template,base url,image_small,image_thumb,object_location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement,image_alt_text
cb180,,"Raza Art and Media Collective Journal Volume 1, Number 2","The Raza Art and Media Collective, Inc.",,1976,1976,Contains the second edition of the Raza Art and Media Collective Journal. Pages 1-6.,Ana Luisa Cardona; Cardona Archive; 1976; march 1; volume 1; number 2; raza art and media collective; university of michigan; miguel mendez; 1970s; journal; tenelcome; corrido; Santos Martinez; San antonio; roberto flores; ana luisa cardona poetry; roberto flores photography,Image;Stillimage,application/pdf,,cb180.pdf,cb180,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb180_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb180_th.jpg,https://cpmrark.reclaim.hosting/objects/cb180.pdf,Ana Luisa Cardona,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",Journal,214AC_120515_020,,"The Raza Art and Media Collective, Inc.",,Contains the second edition of the Raza Art and Media Collective Journal. Pages 1-6.
cb143,,"Raza Art and Media Collective Journal Volume 2, Number 1",Raza Media Arts Collective,,1977-6-1,6/1/1977,Contains the first edition of the second volume of the Raza Art and Media Collective Journal. Pages 1-2., mdbe; Ana Luisa Cardona; Cardona Archive; 1977; raza art and media collective; journal; roberto flores; george vargas; Angela de Hoyos; 1970s,Image;Stillimage,application/pdf,,cb143.pdf,cb143,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb143_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb143_th.jpg,https://cpmrark.reclaim.hosting/objects/cb143.pdf,,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",Print Journal,214AC_120515_021.pdf,,Raza Media Arts Collective,,Contains the first edition of the second volume of the Raza Art and Media Collective Journal. Pages 1-2.
cb155,,"Raza Art and Media Collective Journal, Volume 1, Number 1",Raza Art & Media Collective,,1976-1-1,1/1/1976,"Contains the first edition of the Raza Art and Media Collective Journal, front page and page 2.",ana cardona,Image;Stillimage,application/pdf,,cb155.pdf,cb155,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb155_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb155_th.jpg,https://cpmrark.reclaim.hosting/objects/cb155.pdf,Ana Cardona's Archive,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",Newsletter,214AC_120515_019,,Raza Art & Media Collective,,"Contains the first edition of the Raza Art and Media Collective Journal, front page and page 2."
cb259,,Raza Unida Calendar of Events,Unknown,,1970s,1970s,Raza Unida Party calendar of upcoming events for the end of March and beginning of April.,1970s; calendar; Cotera Archive;  Events; Martha Cotera; Raza Unida; RUP,Image;Stillimage,application/pdf,,cb259.pdf,cb259,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb259_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb259_th.jpg,https://cpmrark.reclaim.hosting/objects/cb259.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,"Political Organizing, Promotion",RUP Calendar.pdf,,Unknown,,Raza Unida Party calendar of upcoming events for the end of March and beginning of April.
cb191,Raza Unida Photo.png,Raza Unida Photograph,Unknown,,1972,1972,Photograph of the Raza Unida Party on the cover of La Lomita in April 1972., Martha Cotera; Cotera Archive; Raza Unida Party; La Lomita; 1972; texas; Maria Zavala,Image;Stillimage,image/png,,razaunidaphoto.png,razaunidaphoto,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/razaunidaphoto_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/razaunidaphoto_th.jpg,https://cpmrark.reclaim.hosting/objects/razaunidaphoto.png,Unknown,,,,Martha Cotera Collection,2200X3400,Photograph,Raza Unida Party.png,,Unknown,,Photograph of the Raza Unida Party on the cover of La Lomita in April 1972.
cb287,848e9ad6-1a1b-4581-b500-15052d1980d5.png,Regeneracion MECHA Conference Poster,Unknown,,1971-6-1,6/1/1971,"A poster entitled Regeneracion, advertising MECHAs statewide conference.", Sonia Lopez archive; sonia lopez; poster; 1970s; 1971; MECHA; statewide conference; regeneracion,Image;Stillimage,image/png,,848e9ad61a1b4581b50015052d1980d5.png,cb287,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb287_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb287_th.jpg,https://cpmrark.reclaim.hosting/objects/cb287.png,,,,,Sonia Lopez,"14"" x 12""",Poster,DSC_2769.JPG,,Unknown,,"A poster entitled Regeneracion, advertising MECHAs statewide conference."
cb257,,"Regeneracion, Vol. 2, No. 3, with Martha Cotera Notes",Francisca Flores,,1973,1973,Photocopy of Regeneracion literary journal and magazine from Martha Cotera's files. Photocopy includes a data sheet on Francisco Flores for Cotera's bio-bibliographic database on Hispanic Women.,1970s; 1973; Cotera Archive;  Francisca Flores; literary journal; regeneracion; magazine; Marta Cotera,Image;Stillimage,application/pdf,,cb257.pdf,cb257,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb257_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb257_th.jpg,https://cpmrark.reclaim.hosting/objects/cb257.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Book/Journal/Paper,Regeneracion.pdf,,Francisca Flores,,Photocopy of Regeneracion literary journal and magazine from Martha Cotera's files. Photocopy includes a data sheet on Francisco Flores for Cotera's bio-bibliographic database on Hispanic Women.
cb251,,Report on the Chicano Family,Juan Jose Pena,,1979,1979,Report written by Juan Jose Peña about the Chicano Family in 1979.,1970s; 1979; Chicano Family; Cotera Archive;  Juan Jose Pena; Martha Cotera; Raza Unida Party; RUP,Image;Stillimage,application/pdf,,cb251.pdf,cb251,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb251_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb251_th.jpg,https://cpmrark.reclaim.hosting/objects/cb251.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Book/Journal/Paper,Chicano Family Juan Hose Pena 1979.pdf,,Juan Jose Pena,,Report written by Juan Jose Peña about the Chicano Family in 1979.
cb312,e8fd87e0-1865-4141-a719-e433a7aa7b74.png,Revolutionary To-Do List,Olivia Puentes Reynolds,,1972,1972,Materials courtesy of Olivia Puentes Reynolds. A list in Spanish of what the writer wants to accomplish in terms of education and revolutionary goals., Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; 1972; notes; revolution; communism; education; San Diego,Image;Stillimage,image/png,,e8fd87e018654141a719e433a7aa7b74.png,e8fd87e018654141a719e433a7aa7b74,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/e8fd87e018654141a719e433a7aa7b74_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/e8fd87e018654141a719e433a7aa7b74_th.jpg,https://cpmrark.reclaim.hosting/objects/e8fd87e018654141a719e433a7aa7b74.png,,,,,Olivia Puentes Reynolds,"8"" by 11""",personal notes,039OPR080513-005.tif,,Olivia Puentes Reynolds,,Materials courtesy of Olivia Puentes Reynolds. A list in Spanish of what the writer wants to accomplish in terms of education and revolutionary goals.
cb313,c40a6d38-0307-433c-977f-7e8a2bb21e26.png,"Richard Campos Song, Viva Chicano Studies",Olivia Puentes Reynolds,,unknown,unknown,Pages 36 and 37 of a booklet featuring the song Richard Campos and a written segments about education and Chicano Studies., Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; teatro frontera; booklet; songs; education; Chicano Studies,Image;Stillimage,image/png,,c40a6d380307433c977f7e8a2bb21e26.png,c40a6d380307433c977f7e8a2bb21e26,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/c40a6d380307433c977f7e8a2bb21e26_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/c40a6d380307433c977f7e8a2bb21e26_th.jpg,https://cpmrark.reclaim.hosting/objects/c40a6d380307433c977f7e8a2bb21e26.png,,,,,Olivia Puentes Reynolds,"8.5"" x 22""",booklet,039OPR080513-035.tif,,Olivia Puentes Reynolds,,Pages 36 and 37 of a booklet featuring the song Richard Campos and a written segments about education and Chicano Studies.
cb325,Rita Sanchez 1976 Photo .png,Rita Sanchez 1976,Unknown,,1976,1976,A color photo of Rita Sanchez overlooking trees and homes., rita sanchez archive; rita sanchez; 1970s; 1976,Image;Stillimage,image/png,,ritasanchez1976photo.png,ritasanchez1976photo,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/ritasanchez1976photo_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/ritasanchez1976photo_th.jpg,https://cpmrark.reclaim.hosting/objects/ritasanchez1976photo.png,,,,,Rita Sanchez,"6"" x 4""",Photograph,041RS080613-025.tif,,Unknown,,A color photo of Rita Sanchez overlooking trees and homes.
cb324,Rita Sanchez Family Photo .png,Rita Sanchez Family Photo,,,unknown,unknown,Photograph of a young Rita Sanchez with two young children and two older family members.,rita sanchez,Image;Stillimage,image/png,,ritasanchezfamilyphoto.png,ritasanchezfamilyphoto,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/ritasanchezfamilyphoto_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/ritasanchezfamilyphoto_th.jpg,https://cpmrark.reclaim.hosting/objects/ritasanchezfamilyphoto.png,,,,,Rita Sanchez,"4"" x 5""",Photograph,041RS080613-129.tif,,,,Photograph of a young Rita Sanchez with two young children and two older family members.
cb331,ritasanchezgraduation.png,Rita Sanchez Graduation Photo,Unknown,,1974-5-1,5/1/1974,A black and white photo of Rita Sanchez at her graduation from Stanford University in 1974.,1970s; 1; 974;  graduation; rita sanchez; rita sanchez archive; stanford university,Image;Stillimage,image/png,,ritasanchezgraduation.png,ritasanchezgraduation,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/ritasanchezgraduation_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/ritasanchezgraduation_th.jpg,https://cpmrark.reclaim.hosting/objects/ritasanchezgraduation.png,Rita Sanchez,,,,Rita Sanchez,"6""x4""",Photograph,041RS080613-022.tif,,Unknown,,A black and white photo of Rita Sanchez at her graduation from Stanford University in 1974.
cb323,Rita Sanchez Relatives Photo.png,Rita Sanchez Relatives Photo,Unknown,,2000s,2000s,"A photo of five women, whose names, left to right, are Cecilia, Rita, Leota and Cecilia. They may be relatives. Photo taken at the San Bernadino Library.", rita sanchez archive; rita sanchez; 2000s; 2005; photo; relatives; world war 2; Cecilia; San Bernadino Library,Image;Stillimage,image/PNG,,ritasanchezrelativesphoto.png,ritasanchezrelativesphoto,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/ritasanchezrelativesphoto_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/ritasanchezrelativesphoto_th.jpg,https://cpmrark.reclaim.hosting/objects/ritasanchezrelativesphoto.png,,,,,Rita Sanchez,"6"" x 4""",Photograph,041RS080613-020.tif,,Unknown,,"A photo of five women, whose names, left to right, are Cecilia, Rita, Leota and Cecilia. They may be relatives. Photo taken at the San Bernadino Library."
cb216,rogerthegrape.png,Roger the Grape Button,Unknown,,2013-12-23,12/23/2013,Roger the Grape Button,Oral history; 1960s; 1970s; button;  guadiana archive; maria guadiana; roger the grape,Image;Stillimage,image/png,,rogerthegrape.png,rogerthegrape,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/rogerthegrape_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/rogerthegrape_th.jpg,https://cpmrark.reclaim.hosting/objects/rogerthegrape.png,,,,,Maria Guadiana,1216x1264,Image,104MG_120713_010.tiff,,Unknown,,Roger the Grape Button
cb129,Copy of rosie and the originals.png,Rosie and the Originals performing,Nancy de los Santos,,1970s,1970s,Research for the film of Mi Familia/My Family. This is an image of Rosie and the Originals,Rosie and The Originals; Research; Mi Familia; My Family;  Nancy de los Santos collection; la historia de Nancy,Image;Stillimage,image/png,,copyofrosieandtheoriginals.png,copyofrosieandtheoriginals,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/copyofrosieandtheoriginals_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/copyofrosieandtheoriginals_th.jpg,https://cpmrark.reclaim.hosting/objects/copyofrosieandtheoriginals.png,Nancy de los Santos,,,,Nancy de los Santos,"ex: 8.5"" by 11""",image,1401_0011NDLSR_111014_047,,Nancy de los Santos,,Research for the film of Mi Familia/My Family. This is an image of Rosie and the Originals
cb052,,Rubio family posing for fiestas patrias event,Unknown,,1918,1918-1920,"Likely a posed photo at a meeting for the Latino literary association formed by Domingo Rubio and Francisco Gabriel de la Riva. Three people in the center of the image are each holding a flag; person on left has an American flag, person at center is holding an organizational flag for ""Union Obrera Hispano Americano"", person at right has a Mexican flag. They are all dressed in patriotic Mexican costume. Domingo Rubio is at the center, women on right is Angela Rubio, woman at left is unknown. Bac",1918; 1920; Fiestas Patrias;  de la Riva Family Archive; Chicano; california; Bay Area; family portrait; postcard; Mexican American,Image;Stillimage,application/pdf,,cb052.pdf,cb052,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb052_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb052_th.jpg,https://cpmrark.reclaim.hosting/objects/cb052.pdf,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"4""x5""",photograph,500_OHR_03112022_005,,Unknown,,"Likely a posed photo at a meeting for the Latino literary association formed by Domingo Rubio and Francisco Gabriel de la Riva. Three people in the center of the image are each holding a flag; person on left has an American flag, person at center is holding an organizational flag for ""Union Obrera Hispano Americano"", person at right has a Mexican flag. They are all dressed in patriotic Mexican costume. Domingo Rubio is at the center, women on right is Angela Rubio, woman at left is unknown. Bac"
cb053,,Rubio family studio portrait,Unknown,,1900s,early 1900s,"Studio portrait of the Rubio family printed on a postcard with handwriting identifying each person by name and a letter on the back (identified in 500_OHR_03112022_004b). Postcard was sent to Angela Maria Rubio de la Riva by her brother Domingo who's wife, children, and brother (Amador) are in the photo. Back of postcard with Rubio family printed on front. Printed postcard text is in English. Handwritten text in Spanish reads: ""Te mando esta fotografía de mi esposa, Amador, y mis chiquillos, tu",early 1900s;  de la Riva Family Archive; Chicano; california; Bay Area; Mexican American; studio portrait; family photograph; handwritten; postcard,Image;Stillimage,application/pdf,,cb053.pdf,cb053,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb053_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb053_th.jpg,https://cpmrark.reclaim.hosting/objects/cb053.pdf,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"4""x5""",photograph,500_OHR_03112022_004,,Unknown,,"Studio portrait of the Rubio family printed on a postcard with handwriting identifying each person by name and a letter on the back (identified in 500_OHR_03112022_004b). Postcard was sent to Angela Maria Rubio de la Riva by her brother Domingo who's wife, children, and brother (Amador) are in the photo. Back of postcard with Rubio family printed on front. Printed postcard text is in English. Handwritten text in Spanish reads: ""Te mando esta fotografía de mi esposa, Amador, y mis chiquillos, tu"
cb023,500_OHR_06102022_031.png,Santa Cruz,Elizabeth Hidalgo de la Riva,,1979,1979,"Drawing by Liz Hidalgo of an older native man among trees with a pipe, who looks upset. An illustration of her response to the colonizing of land and space and trees overall because people were talking about that at this time, channeling some of the environmental conversations that aligned environmentalism with Indigenous culture and history.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; pen and ink drawing; Liz Hidalgo de la Riva; Santa Cruz; 1977; 1978; 1970s; 1979; Elizabeth M. Hidalgo; Native American; man; colonization; angry; trees; nature; environmentalism; pipe; notebook,Image;Stillimage,image/png,,500ohr06102022031.png,500ohr06102022031,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06102022031_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06102022031_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06102022031.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"8""x10""",ink on paper,500_OHR_06102022_031,,Elizabeth Hidalgo de la Riva,,"Drawing by Liz Hidalgo of an older native man among trees with a pipe, who looks upset. An illustration of her response to the colonizing of land and space and trees overall because people were talking about that at this time, channeling some of the environmental conversations that aligned environmentalism with Indigenous culture and history."
cb031,500_OHR_06052022_023.png,Santa Cruz Sentinel cover,Melissa Hartman,,2021-7-4,7/4/2021,"Front page scan of Santa Cruz Sentinel issue featuring a story about the abuse Lola de la Riva is experiencing at Pacific Coast Manor, a senior care facility, in Capitola California. At the top of the page is a photograph featuring Liz Hidalgo de la Riva, Lola de la Riva, Osa Hidalgo de la Riva, and three members from another Latino family who's relative had recently died at the facility. They were photographed at the facility for this article and were informed by the article and staff that they", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Santa Cruz Sentinel; Santa Cruz; elder abuse; Capitola; Liz Hidalgo de la Riva; Lola de la Riva; Osa Hidalgo de la Riva; investigation; journalism; Pacific Coast Manor; 2021,Image;Stillimage,image/png,,500ohr06052022023.png,500ohr06052022023,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06052022023_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06052022023_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06052022023.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"8""x10""",newspaper,500_OHR_06052022_023,,Melissa Hartman,,"Front page scan of Santa Cruz Sentinel issue featuring a story about the abuse Lola de la Riva is experiencing at Pacific Coast Manor, a senior care facility, in Capitola California. At the top of the page is a photograph featuring Liz Hidalgo de la Riva, Lola de la Riva, Osa Hidalgo de la Riva, and three members from another Latino family who's relative had recently died at the facility. They were photographed at the facility for this article and were informed by the article and staff that they"
cb274,carmen's poems.png,Selection of Carmen Tafolla’s Poetry,Carmen Tafolla,,2014-5-13,5/13/2014,A selection of Carmen Tafolla’s poems in Spanish.,Carmen tafolla; carmen tafolla poetry; Tafolla archive,Image;Stillimage,image/png,,carmen'spoems.png,carmen'spoems,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/carmen'spoems_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/carmen'spoems_th.jpg,https://cpmrark.reclaim.hosting/objects/carmen'spoems.png,Carmen Tafolla,,,,Carmen Tafolla,unknown,image/tiff,203CT_042514_005.tiff,,Carmen Tafolla,,A selection of Carmen Tafolla’s poems in Spanish.
cb040,,"Spectator Journal, Celia de la Riva Rubio contribution","Osa Hidalgo de la Riva, Celia de la Riva Rubio",,2006,2006,"Celia de la Riva Rubio's contribution to Spectator Volume 26, No. 1 Spring 2006 Issue ( a journal published by the University of Southern California) edited by Osa while completing her PhD in Film and Television Criticism. This piece is subtitled 'Activist Feminist During the 70's"" and details Celia's deep care for her students and the essential role she consciously took as one of two teachers who could be trusted to counsel and help with sexual or reproductive issues. Celia describes counseling", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; activist; feminism; Aunt Sally; Celia de la Riva; teacher; Stockton; Hayward; 1970s; 2006; pregnancy; venereal disease; underage pregnancy,Image;Stillimage,application/pdf,,cb040.pdf,cb040,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb040_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb040_th.jpg,https://cpmrark.reclaim.hosting/objects/cb040.pdf,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"ex: 8.5"" by 11""",magazine journal,500_OHR_06042022_014,,"Osa Hidalgo de la Riva, Celia de la Riva Rubio",,"Celia de la Riva Rubio's contribution to Spectator Volume 26, No. 1 Spring 2006 Issue ( a journal published by the University of Southern California) edited by Osa while completing her PhD in Film and Television Criticism. This piece is subtitled 'Activist Feminist During the 70's"" and details Celia's deep care for her students and the essential role she consciously took as one of two teachers who could be trusted to counsel and help with sexual or reproductive issues. Celia describes counseling"
cb039,,"Spectator journal, Elizabeth Hidalgo de la Riva contribution","Osa Hidalgo de la Riva, Elizabeth Hidalgo de la Riva",,2006,2006,"Interview with Elizabeth M. Hidalgo (""Liz"") within Spectator Volume 26, No. 1 Spring 2006 Issue ( a journal published by the University of Southern California) edited by Osa while completing her PhD in Film and Television Criticism. The brief biography at the top of the page reads: ""Elizabeth M. Hidalgo has worked in a variety of media, from leather-making, haiku writing, cross-stitch sewing, jewelry making and precious stone cutting. She was one of the few earlier female Park R", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; 2006; 2000s; Spectator Magazine; University of Southern California; PhD; Doctorate; Film and Television Criticism; Lola de la Riva; poetry; film; Elizabeth M. Hidalgo; Liz Hidalgo de la Riva; prejudice; sexual orientation; gender; race; diversity,Image;Stillimage,application/pdf,,cb039.pdf,cb039,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb039_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb039_th.jpg,https://cpmrark.reclaim.hosting/objects/cb039.pdf,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"7""x10""",magazine journal,500_OHR_06042022_015,,"Osa Hidalgo de la Riva, Elizabeth Hidalgo de la Riva",,"Interview with Elizabeth M. Hidalgo (""Liz"") within Spectator Volume 26, No. 1 Spring 2006 Issue ( a journal published by the University of Southern California) edited by Osa while completing her PhD in Film and Television Criticism. The brief biography at the top of the page reads: ""Elizabeth M. Hidalgo has worked in a variety of media, from leather-making, haiku writing, cross-stitch sewing, jewelry making and precious stone cutting. She was one of the few earlier female Park R"
cb041,500_OHR_05292022_013d.png,"Spectator Journal, Lola de la Riva contribution","Osa Hidalgo de la Riva, Lola de la Riva",,2006,2006,"Excerpt from page 146 of Spectator Volume 26, No. 1 Spring 2006 Issue ( a journal published by the University of Southern California) edited by Osa while completing her PhD in Film and Television Criticism. This page features a poem from Lola de la Riva alongside an illustrated film reel filled with photos of Lola, and her daughters Liz and Osa. In the upper left corner is a line drawing of the heart illustration made by Lola de la Riva and featured on the issue cover. The poem reads: ""Chicana C", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; 2006; 2000s; Spectator Magazine; University of Southern California; PhD; Doctorate; Film and Television Criticism; Lola de la Riva; poetry; film; Los Angeles; Liz Hidalgo de la Riva; corazon,Image;Stillimage,image/png,,500ohr05292022013d.png,500ohr05292022013d,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr05292022013d_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr05292022013d_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr05292022013d.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"ex: 8.5"" by 11""",magazine journal,500_OHR_05292022_013d,,"Osa Hidalgo de la Riva, Lola de la Riva",,"Excerpt from page 146 of Spectator Volume 26, No. 1 Spring 2006 Issue ( a journal published by the University of Southern California) edited by Osa while completing her PhD in Film and Television Criticism. This page features a poem from Lola de la Riva alongside an illustrated film reel filled with photos of Lola, and her daughters Liz and Osa. In the upper left corner is a line drawing of the heart illustration made by Lola de la Riva and featured on the issue cover. The poem reads: ""Chicana C"
cb042,,"Spectator, University of Southern California Journal of Film and Television Criticism",University of Southern California School of Film and Television Criticism (now called the Division of Cinema & Media Studies),,2006,2006,"Cover of Spectator Volume 26, No. 1 Spring 2006 issue (a journal published by the University of Southern California) which was edited by Osa while she was a student completing her PhD in Film and Television Criticism. She made sure to highlight Chicana artists, her family, and a few other feminist alies of all genders. Full title is, ""Spectator: Chicana Spectators and Mediamakers Imagining TransCultural Diversity."" The cover image was designed by Lola de la Riva and is described in a poem contai", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; 2006; 2000s; Spectator Magazine; University of Southern California; PhD; Doctorate; Film and Television Criticism; Lola de la Riva; poetry; film; Los Angeles; interviews; Alma Lopez; Diane; Elizabeth; Rhonda Chabran; Maria Elena Chavez; Suzanna Sanchez; Sylvia Morales; Nancy de los Santos; Rosa-Linda Fregoso; Yolanda M. Lopez; Rosio Alvarez; Elizabeth M. Hidalgo; Norma E. Cantu; Chela Sandoval; Maria Herrera-Sobek; Cherrie Moraga; Celia Herrera Rodriguez,Image;Stillimage,application/pdf,,cb042.pdf,cb042,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb042_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb042_th.jpg,https://cpmrark.reclaim.hosting/objects/cb042.pdf,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"7""x10""",magazine journal,500_OHR_05292022_013,,University of Southern California School of Film and Television Criticism (now called the Division of Cinema & Media Studies),,"Cover of Spectator Volume 26, No. 1 Spring 2006 issue (a journal published by the University of Southern California) which was edited by Osa while she was a student completing her PhD in Film and Television Criticism. She made sure to highlight Chicana artists, her family, and a few other feminist alies of all genders. Full title is, ""Spectator: Chicana Spectators and Mediamakers Imagining TransCultural Diversity."" The cover image was designed by Lola de la Riva and is described in a poem contai"
cb044,500_OHR_05292022_011.png,Stained glass artwork,Osa Hidalgo de la Riva,,1980s,1980s,"A New Mexico-style sun derived from Zuni or Pueblo communitites. For Osa, it represent the four directions, four elements, and four seasons. It was likely made in Hayward.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; glass art; Zuni; Pueblo; Southwest; New Mexico; Bay Area; four directions; indigeneity; elements; seasons; Hayward; 1980s,Image;Stillimage,image/png,,500ohr05292022011.png,500ohr05292022011,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr05292022011_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr05292022011_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr05292022011.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"9""x9""",stained glass,500_OHR_05292022_011,,Osa Hidalgo de la Riva,,"A New Mexico-style sun derived from Zuni or Pueblo communitites. For Osa, it represent the four directions, four elements, and four seasons. It was likely made in Hayward."
cb085,imageedit_21_4669213507.png,"State of Xicana/o Studies panel, Palo Alto College",N/A,,2013-9-27,9/27/2013,State of Xicana/o Studies panel at Palo Alto College. Dr. Keta Miranda is a featured panelist (right-hand side).,n/a,Image;Stillimage,image/png,,imageedit214669213507.png,imageedit214669213507,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/imageedit214669213507_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/imageedit214669213507_th.jpg,https://cpmrark.reclaim.hosting/objects/imageedit214669213507.png,San Antonio Current website (https://www.sacurrent.com/ArtSlut/archives/2013/09/25/10-free-events-happening-in-san-antonio-this-week-9-23-9-29),,,,"Marie ""Keta"" Miranda",n/a,n/a,n/a,,N/A,,State of Xicana/o Studies panel at Palo Alto College. Dr. Keta Miranda is a featured panelist (right-hand side).
